subject_name,major,degree,course_prefix,course_num,course_name,required,major_name
Spanish,0,NULL,SPAN,202,Intermediate Spanish II,1,Minor in Spanish
Spanish,0,NULL,SPAN,210,Spanish For Reading Comprehension,0,Minor in Spanish
Spanish,0,NULL,SPAN,212,Intro to Hisp Texts & Contexts,0,Minor in Spanish
Spanish,0,NULL,SPAN,215,Reading and Writing Strategies,0,Minor in Spanish
Spanish,0,NULL,SPAN,219,Practical Conversation Abroad,0,Minor in Spanish
Spanish,0,NULL,SPAN,300,Introduction to Hispanic Cultural History,0,Minor in Spanish
Spanish,0,NULL,SPAN,301,Early Hispanic Texts & Contexts,0,Minor in Spanish
Spanish,0,NULL,SPAN,302,Modern Hispanic Texts & Contexts,0,Minor in Spanish
Spanish,0,NULL,SPAN,303,Phonetics The Sounds of Spanish,0,Minor in Spanish
Spanish,0,NULL,SPAN,304,Introduction to Spanish Linguistics,0,Minor in Spanish
Spanish,0,NULL,SPAN,308,Contemporary Spanish Culture,0,Minor in Spanish
Spanish,0,NULL,SPAN,310,Advanced Communication Strategies,0,Minor in Spanish
Spanish,0,NULL,SPAN,311,Hispanic Narrative,0,Minor in Spanish
Spanish,0,NULL,SPAN,331,The Spanish Civil War,0,Minor in Spanish
Spanish,0,NULL,SPAN,336,Introduction to Translation,0,Minor in Spanish
Spanish,0,NULL,SPAN,381,Islamic West 600-1600,0,Minor in Spanish
Spanish,0,NULL,SPAN,405,Language and Discourse on the Web,0,Minor in Spanish
Spanish,0,NULL,SPAN,407,Hispanic Sociolinguistics,0,Minor in Spanish
Spanish,0,NULL,SPAN,408,Language and Identity in Spain,0,Minor in Spanish
Spanish,0,NULL,SPAN,409,Medical Discourse in Latin America,0,Minor in Spanish
Spanish,0,NULL,SPAN,411,Translation Theory and Practice,0,Minor in Spanish
Spanish,0,NULL,SPAN,422,Matza and Tortillas,0,Minor in Spanish
Spanish,0,NULL,SPAN,424,Culture of Human Rights,0,Minor in Spanish
Spanish,0,NULL,SPAN,425,Colonial Medicine and Empire,0,Minor in Spanish
Japanese,0,NULL,JPN,101,Elementary Japanese I,1,Minor in Japanese
Japanese,0,NULL,JPN,102,Elementary Japanese II,1,Minor in Japanese
Japanese,0,NULL,JPN,201,Intermediate Japanese I,1,Minor in Japanese
Japanese,0,NULL,JPN,202,Intermediate Japanese II,1,Minor in Japanese
Japanese,0,NULL,JPN,234,Introduction to Japanese Linguistics,0,Minor in Japanese
Japanese,0,NULL,JPN,270,Intro to Japanese Culture,0,Minor in Japanese
Japanese,0,NULL,JPN,275,Nature and Culture in Japan,0,Minor in Japanese
Japanese,0,NULL,JPN,301,Advanced Conversation & Composition I,0,Minor in Japanese
Japanese,0,NULL,JPN,302,Advanced Conversation & Composition II,0,Minor in Japanese
Japanese,0,NULL,JPN,360,Japanese Modern Women Writers,0,Minor in Japanese
Japanese,0,NULL,JPN,378,Postwar Japan Through Its Media,0,Minor in Japanese
Japanese,0,NULL,JPN,451,Great Writers of Modern Japan Murakami Haruki,0,Minor in Japanese
Japanese,0,NULL,JPN,401,Advanced Language & Cultural Studies I,0,Minor in Japanese
Japanese,0,NULL,JPN,402,Advanced Language & Cultural Studies II,0,Minor in Japanese
Korean,0,NULL,KRN,101,Elementary Korean I,1,Minor in Korean
Korean,0,NULL,KRN,102,Elementary Korean II,1,Minor in Korean
Korean,0,NULL,KRN,201,Intermediate Korean I,1,Minor in Korean
Korean,0,NULL,KRN,202,Intermediate Korean II,1,Minor in Korean
Korean,0,NULL,KRN,227,Food Media and Transnational Culture,0,Minor in Korean
Korean,0,NULL,KRN,270,Making of Modern Korea,0,Minor in Korean
Korean,0,NULL,KRN,271,Political Change in Korea,0,Minor in Korean
Korean,0,NULL,KRN,301,Advanced Korean I,0,Minor in Korean
Korean,0,NULL,KRN,302,Advanced Korean II,0,Minor in Korean
Korean,0,NULL,KRN,374,Choson Last Dynasty of Korea,0,Minor in Korean
Korean,0,NULL,KRN,401,High Advanced Korean I,0,Minor in Korean
Korean,0,NULL,KRN,402,High Advanced Korean II,0,Minor in Korean
