,course_code_char,course_code_num,course_name,days,start_time,end_time,professor,professor_rate,professor_lev_diff,sql_text
62,IDS,205W\-1,Science  the Nature of Evidence,MW,10:00:00,11:15:00,Arri Eisen,4.2,3.8,"('IDS','205W\-1','Science  the Nature of Evidence','MW','10:00:00','11:15:00','Arri Eisen',4.2,3.8),"
63,IDS,216W\-1,Visual Culture,TuTh,10:00:00,11:15:00,Rose DeightonMohammed,3.5,2.5,"('IDS','216W\-1','Visual Culture','TuTh','10:00:00','11:15:00','Rose DeightonMohammed',3.5,2.5),"
64,IDS,285W\-1,IntroInterdisciplinary Topics,TuTh,14:30:00,15:45:00,Juliette Apkarian,3.5,2.4,"('IDS','285W\-1','IntroInterdisciplinary Topics','TuTh','14:30:00','15:45:00','Juliette Apkarian',3.5,2.4),"
65,IDS,385\-1,Special Topics,MW,13:00:00,14:15:00,Mark Risjord,5,2.4,"('IDS','385\-1','Special Topics','MW','13:00:00','14:15:00','Mark Risjord',5.0,2.4),"
66,IDS,385W\-1,Special Topics,MW,11:30:00,12:45:00,Peter Wakefield,3.5,2.5,"('IDS','385W\-1','Special Topics','MW','11:30:00','12:45:00','Peter Wakefield',3.5,2.5),"
67,IDS,385\-2,Special Topics,TuTh,14:30:00,15:45:00,Cynthia Blakeley,5,3.3,"('IDS','385\-2','Special Topics','TuTh','14:30:00','15:45:00','Cynthia Blakeley',5.0,3.3),"
68,IDS,385\-3,Special Topics,TuTh,13:00:00,14:15:00,Kelsey Bohlke,3.5,2.5,"('IDS','385\-3','Special Topics','TuTh','13:00:00','14:15:00','Kelsey Bohlke',3.5,2.5),"
69,IDS,491W\-1,Senior Seminar,TuTh,16:00:00,17:15:00,Kim Loudermilk,3.5,2.5,"('IDS','491W\-1','Senior Seminar','TuTh','16:00:00','17:15:00','Kim Loudermilk',3.5,2.5),"
70,SPAN,101\-1,Elementary Spanish I,MW,8:30:00,9:20:00,Jennifer Feldman,3.5,2.5,"('SPAN','101\-1','Elementary Spanish I','MW','08:30:00','09:20:00','Jennifer Feldman',3.5,2.5),"
71,SPAN,101\-2,Elementary Spanish I,MW,10:00:00,10:50:00,Jennifer Feldman,3.5,2.5,"('SPAN','101\-2','Elementary Spanish I','MW','10:00:00','10:50:00','Jennifer Feldman',3.5,2.5),"
72,SPAN,101\-3,Elementary Spanish I,TuTh,10:00:00,10:50:00,Laura Mejia,3.5,2.5,"('SPAN','101\-3','Elementary Spanish I','TuTh','10:00:00','10:50:00','Laura Mejia',3.5,2.5),"
73,SPAN,101\-4,Elementary Spanish I,TuTh,11:30:00,12:20:00,Willie Hurst,3.5,2.5,"('SPAN','101\-4','Elementary Spanish I','TuTh','11:30:00','12:20:00','Willie Hurst',3.5,2.5),"
74,SPAN,201\-1,Intermediate Spanish I,MW,8:30:00,9:45:00,Cesar Sierra,3.5,2.5,"('SPAN','201\-1','Intermediate Spanish I','MW','08:30:00','09:45:00','Cesar Sierra',3.5,2.5),"
75,SPAN,201\-2,Intermediate Spanish I,MW,10:00:00,11:15:00,Cesar Sierra,3.5,2.5,"('SPAN','201\-2','Intermediate Spanish I','MW','10:00:00','11:15:00','Cesar Sierra',3.5,2.5),"
76,SPAN,201\-3,Intermediate Spanish I,MW,11:30:00,12:45:00,Not Listed,3.5,2.5,"('SPAN','201\-3','Intermediate Spanish I','MW','11:30:00','12:45:00','Not Listed',3.5,2.5),"
77,SPAN,201\-4,Intermediate Spanish I,MW,13:00:00,14:15:00,Not Listed,3.5,2.5,"('SPAN','201\-4','Intermediate Spanish I','MW','13:00:00','14:15:00','Not Listed',3.5,2.5),"
78,SPAN,201\-5,Intermediate Spanish I,MW,14:30:00,15:45:00,Not Listed,3.5,2.5,"('SPAN','201\-5','Intermediate Spanish I','MW','14:30:00','15:45:00','Not Listed',3.5,2.5),"
79,SPAN,201\-6,Intermediate Spanish I,MW,16:00:00,17:15:00,Not Listed,3.5,2.5,"('SPAN','201\-6','Intermediate Spanish I','MW','16:00:00','17:15:00','Not Listed',3.5,2.5),"
80,SPAN,201\-7,Intermediate Spanish I,TuTh,8:30:00,9:45:00,Lisa Dillman,4.8,2.9,"('SPAN','201\-7','Intermediate Spanish I','TuTh','08:30:00','09:45:00','Lisa Dillman',4.8,2.9),"
81,SPAN,201\-8,Intermediate Spanish I,TuTh,10:00:00,11:15:00,Lisa Dillman,4.8,2.9,"('SPAN','201\-8','Intermediate Spanish I','TuTh','10:00:00','11:15:00','Lisa Dillman',4.8,2.9),"
82,SPAN,212\-1,Intro to Hisp Texts  Contexts,MW,10:00:00,11:15:00,Maria Gonzalez,3.5,2.5,"('SPAN','212\-1','Intro to Hisp Texts  Contexts','MW','10:00:00','11:15:00','Maria Gonzalez',3.5,2.5),"
83,SPAN,212\-2,Intro to Hisp Texts  Contexts,MW,11:30:00,12:45:00,Maria Gonzalez,3.5,2.5,"('SPAN','212\-2','Intro to Hisp Texts  Contexts','MW','11:30:00','12:45:00','Maria Gonzalez',3.5,2.5),"
84,SPAN,212\-3,Intro to Hisp Texts  Contexts,MW,16:00:00,17:15:00,Not Listed,3.5,2.5,"('SPAN','212\-3','Intro to Hisp Texts  Contexts','MW','16:00:00','17:15:00','Not Listed',3.5,2.5),"
85,SPAN,212\-4,Intro to Hisp Texts  Contexts,TuTh,10:00:00,11:15:00,Jose Londono,3.5,2.5,"('SPAN','212\-4','Intro to Hisp Texts  Contexts','TuTh','10:00:00','11:15:00','Jose Londono',3.5,2.5),"
86,SPAN,212\-5,Intro to Hisp Texts  Contexts,TuTh,11:30:00,12:45:00,Katherine Ostrom,3.5,2.5,"('SPAN','212\-5','Intro to Hisp Texts  Contexts','TuTh','11:30:00','12:45:00','Katherine Ostrom',3.5,2.5),"
87,SPAN,212\-6,Intro to Hisp Texts  Contexts,TuTh,13:00:00,14:15:00,Not Listed,3.5,2.5,"('SPAN','212\-6','Intro to Hisp Texts  Contexts','TuTh','13:00:00','14:15:00','Not Listed',3.5,2.5),"
88,SPAN,212\-7,Intro to Hisp Texts  Contexts,TuTh,14:30:00,15:45:00,Not Listed,3.5,2.5,"('SPAN','212\-7','Intro to Hisp Texts  Contexts','TuTh','14:30:00','15:45:00','Not Listed',3.5,2.5),"
89,SPAN,212\-8,Intro to Hisp Texts  Contexts,TuTh,16:00:00,17:15:00,Robyn Clarke,4.8,3.1,"('SPAN','212\-8','Intro to Hisp Texts  Contexts','TuTh','16:00:00','17:15:00','Robyn Clarke',4.8,3.1),"
90,SPAN,285\-1,Topics Hispanic Studies,M,17:30:00,18:20:00,Katherine Ostrom,3.5,2.5,"('SPAN','285\-1','Topics Hispanic Studies','M','17:30:00','18:20:00','Katherine Ostrom',3.5,2.5),"
91,SPAN,285\-2,Topics Hispanic Studies,W,14:00:00,14:50:00,Maria Gonzalez,3.5,2.5,"('SPAN','285\-2','Topics Hispanic Studies','W','14:00:00','14:50:00','Maria Gonzalez',3.5,2.5),"
92,SPAN,301W\-1,Early Hispanic Texts  Contexts,MW,11:30:00,12:45:00,Cesar Sierra,3.5,2.5,"('SPAN','301W\-1','Early Hispanic Texts  Contexts','MW','11:30:00','12:45:00','Cesar Sierra',3.5,2.5),"
93,SPAN,302W\-1,Modern Hispanic Texts  Contexts,TuTh,10:00:00,11:15:00,Hernan Feldman,3.5,2.5,"('SPAN','302W\-1','Modern Hispanic Texts  Contexts','TuTh','10:00:00','11:15:00','Hernan Feldman',3.5,2.5),"
94,SPAN,302W\-2,Modern Hispanic Texts  Contexts,TuTh,11:30:00,12:45:00,Hernan Feldman,3.5,2.5,"('SPAN','302W\-2','Modern Hispanic Texts  Contexts','TuTh','11:30:00','12:45:00','Hernan Feldman',3.5,2.5),"
95,SPAN,303\-1,Phonetics The Sounds of Spanish,MW,11:30:00,12:45:00,Donald Tuten,4.3,2,"('SPAN','303\-1','Phonetics The Sounds of Spanish','MW','11:30:00','12:45:00','Donald Tuten',4.3,2.0),"
96,SPAN,303\-2,Phonetics The Sounds of Spanish,TuTh,17:30:00,18:45:00,Robyn Clarke,4.8,3.1,"('SPAN','303\-2','Phonetics The Sounds of Spanish','TuTh','17:30:00','18:45:00','Robyn Clarke',4.8,3.1),"
97,SPAN,304\-1,Introduction to Spanish Linguistics,TuTh,13:00:00,14:15:00,Jose BoiguesLopez,3.5,2.5,"('SPAN','304\-1','Introduction to Spanish Linguistics','TuTh','13:00:00','14:15:00','Jose BoiguesLopez',3.5,2.5),"
98,SPAN,304\-2,Introduction to Spanish Linguistics,TuTh,14:30:00,15:45:00,Jose BoiguesLopez,3.5,2.5,"('SPAN','304\-2','Introduction to Spanish Linguistics','TuTh','14:30:00','15:45:00','Jose BoiguesLopez',3.5,2.5),"
99,SPAN,311\-1,Hispanic Narrative,MW,11:30:00,12:45:00,Not Listed,3.5,2.5,"('SPAN','311\-1','Hispanic Narrative','MW','11:30:00','12:45:00','Not Listed',3.5,2.5),"
100,SPAN,318\-1,Critical Writing in Hispanic Topics,TuTh,11:30:00,12:45:00,Jose BoiguesLopez,3.5,2.5,"('SPAN','318\-1','Critical Writing in Hispanic Topics','TuTh','11:30:00','12:45:00','Jose BoiguesLopez',3.5,2.5),"
101,SPAN,341\-1,Hispanic UtopiasDystopias,MW,10:00:00,11:15:00,Hazel Gold,2.8,2.3,"('SPAN','341\-1','Hispanic UtopiasDystopias','MW','10:00:00','11:15:00','Hazel Gold',2.8,2.3),"
102,SPAN,385\-1,Topics in Language and Culture,TuTh,13:00:00,14:15:00,Juan Chacon,3.5,2.5,"('SPAN','385\-1','Topics in Language and Culture','TuTh','13:00:00','14:15:00','Juan Chacon',3.5,2.5),"
103,SPAN,409\-1,Medical Discourse in Latin America,TuTh,10:00:00,11:15:00,Xochiquetzal MarsilliVargas,3.5,2.5,"('SPAN','409\-1','Medical Discourse in Latin America','TuTh','10:00:00','11:15:00','Xochiquetzal MarsilliVargas',3.5,2.5),"
104,SPAN,410\-1,Topics in Spanish Linguistics,TuTh,11:30:00,12:45:00,Not Listed,3.5,2.5,"('SPAN','410\-1','Topics in Spanish Linguistics','TuTh','11:30:00','12:45:00','Not Listed',3.5,2.5),"
105,SPAN,421W\-1,Mexican National Cinema,TuTh,13:00:00,14:15:00,Monica Blizzard,3.5,2.5,"('SPAN','421W\-1','Mexican National Cinema','TuTh','13:00:00','14:15:00','Monica Blizzard',3.5,2.5),"
106,SPAN,423\-1,Madrid Barcelona New York,MW,13:00:00,14:15:00,Hazel Gold,2.8,2.3,"('SPAN','423\-1','Madrid Barcelona New York','MW','13:00:00','14:15:00','Hazel Gold',2.8,2.3),"
107,SPAN,485\-1,Topics in Hispanic Culture,TuTh,11:30:00,12:45:00,Jose Quiroga,3.5,2.5,"('SPAN','485\-1','Topics in Hispanic Culture','TuTh','11:30:00','12:45:00','Jose Quiroga',3.5,2.5),"
108,SPAN,485\-2,Topics in Hispanic Culture,MW,16:00:00,17:15:00,David Nichols,3.5,2.5,"('SPAN','485\-2','Topics in Hispanic Culture','MW','16:00:00','17:15:00','David Nichols',3.5,2.5),"
109,SPAN,312\-1,Theatre Film  Performing Art,TuTh,11:30:00,12:45:00,Salvador Raggio,3.5,2.5,"('SPAN','312\-1','Theatre Film  Performing Art','TuTh','11:30:00','12:45:00','Salvador Raggio',3.5,2.5),"
110,SPAN,312\-2,Theatre Film  Performing Art,TuTh,13:00:00,14:15:00,Salvador Raggio,3.5,2.5,"('SPAN','312\-2','Theatre Film  Performing Art','TuTh','13:00:00','14:15:00','Salvador Raggio',3.5,2.5),"
111,EAS,190\-1,Freshmen Seminar,TuTh,8:30:00,9:45:00,Cheryl Crowley,3.7,2.3,"('EAS','190\-1','Freshmen Seminar','TuTh','08:30:00','09:45:00','Cheryl Crowley',3.7,2.3),"
112,EAS,228\-1,Asian American History,TuTh,16:00:00,17:15:00,Chris Suh,5,2.4,"('EAS','228\-1','Asian American History','TuTh','16:00:00','17:15:00','Chris Suh',5.0,2.4),"
113,EAS,250\-1,Introduction to East Asian Studies,MW,11:30:00,12:45:00,Hwisang Cho,3.5,2.5,"('EAS','250\-1','Introduction to East Asian Studies','MW','11:30:00','12:45:00','Hwisang Cho',3.5,2.5),"
114,EAS,260\-1,East Asia 1500 to Present,MW,13:00:00,14:15:00,Hwisang Cho,3.5,2.5,"('EAS','260\-1','East Asia 1500 to Present','MW','13:00:00','14:15:00','Hwisang Cho',3.5,2.5),"
115,EAS,317\-1,East Asian Buddhism,MW,13:00:00,14:15:00,Wei Wu,3.5,2.5,"('EAS','317\-1','East Asian Buddhism','MW','13:00:00','14:15:00','Wei Wu',3.5,2.5),"
116,EAS,385\-1,Special Topics East Asian Studies,TuTh,11:30:00,12:45:00,Not Listed,3.5,2.5,"('EAS','385\-1','Special Topics East Asian Studies','TuTh','11:30:00','12:45:00','Not Listed',3.5,2.5),"
117,EAS,450W\-1,Seminar in East Asian Studies,MW,14:30:00,15:45:00,Guangchen Chen,3.5,2.5,"('EAS','450W\-1','Seminar in East Asian Studies','MW','14:30:00','15:45:00','Guangchen Chen',3.5,2.5),"
118,MESAS,100\-1,Introduction to Middle Eastern Civilizations,TuTh,14:30:00,15:45:00,Craig Perry,3.6,3.6,"('MESAS','100\-1','Introduction to Middle Eastern Civilizations','TuTh','14:30:00','15:45:00','Craig Perry',3.6,3.6),"
